full_name,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases,deaths
Fulton Indiana,18049,7/23/2020,,,,,-26,,34,1
Fulton Indiana,18049,7/24/2020,5,,,9,-24,,34,1
Fulton Indiana,18049,7/25/2020,9,,,,-1,,36,1
Fulton Indiana,18049,7/26/2020,,,,,-1,,36,1
Fulton Indiana,18049,7/27/2020,,,,,-21,,36,1
Fulton Indiana,18049,7/28/2020,,,,,-21,,37,1
Fulton Indiana,18049,7/29/2020,,,,,-23,,37,1
Fulton Indiana,18049,7/30/2020,,,,,-22,,39,1
Fulton Indiana,18049,7/31/2020,14,,,16,-24,,39,1
Gibson Indiana,18051,5/1/2020,-9,,,-24,-40,,42,1
Gibson Indiana,18051,5/2/2020,-11,,,-27,-17,,43,1
Gibson Indiana,18051,5/3/2020,-11,,,-19,-20,,44,1
Gibson Indiana,18051,5/4/2020,,,,-14,-34,,45,1
Gibson Indiana,18051,5/5/2020,0,,,-20,-36,,47,1
Gibson Indiana,18051,5/6/2020,1,,,-20,-37,,46,1
Gibson Indiana,18051,5/7/2020,-6,,,-21,-37,,46,1
Gibson Indiana,18051,5/8/2020,-11,,,-22,-40,,46,1
Gibson Indiana,18051,5/9/2020,-6,,,-17,-16,,46,1
Gibson Indiana,18051,5/10/2020,-11,,,-19,-15,,47,1
Gibson Indiana,18051,5/11/2020,,,,-11,-33,,47,1
Gibson Indiana,18051,5/12/2020,-2,,,-16,-33,13,47,1
Gibson Indiana,18051,5/13/2020,1,,,-17,-31,15,47,1
Gibson Indiana,18051,5/14/2020,4,13,,-16,-28,11,48,1
Gibson Indiana,18051,5/15/2020,-10,3,,-19,-12,14,49,1
Gibson Indiana,18051,5/16/2020,-7,13,,-22,-6,,49,1
Gibson Indiana,18051,5/17/2020,-9,,,-8,-7,,49,1
Gibson Indiana,18051,5/18/2020,6,13,,-14,-8,8,49,1
Gibson Indiana,18051,5/19/2020,1,8,,-10,-8,10,50,1
Gibson Indiana,18051,5/20/2020,7,,,-10,-11,10,50,1
Gibson Indiana,18051,5/21/2020,6,17,,-7,-9,9,51,1
Gibson Indiana,18051,5/22/2020,2,17,,0,-8,9,51,1
Gibson Indiana,18051,5/23/2020,0,22,,-9,-8,,51,1
Gibson Indiana,18051,5/24/2020,-1,,,-4,-4,,51,1
Gibson Indiana,18051,5/25/2020,9,,,-32,-70,,51,1
Gibson Indiana,18051,5/26/2020,8,13,,-9,-5,7,51,1
Gibson Indiana,18051,5/27/2020,5,,,-10,-7,8,52,1
Gibson Indiana,18051,5/28/2020,2,15,,-4,-6,8,53,1
Gibson Indiana,18051,5/29/2020,-3,10,,-8,-6,9,53,1
Gibson Indiana,18051,5/30/2020,-3,16,,-2,3,,55,1
Gibson Indiana,18051,5/31/2020,1,,,0,1,,55,1
Gibson Indiana,18051,6/1/2020,9,15,,6,-2,6,56,1
Gibson Indiana,18051,6/2/2020,8,19,,3,-3,5,56,1
Gibson Indiana,18051,6/3/2020,12,,,4,-5,5,58,1
Gibson Indiana,18051,6/4/2020,-4,12,,0,-9,7,60,1
Gibson Indiana,18051,6/5/2020,-3,15,,4,-20,7,61,1
Gibson Indiana,18051,6/6/2020,-1,19,,0,-6,,62,1
Gibson Indiana,18051,6/7/2020,-1,,,15,4,,62,1
Gibson Indiana,18051,6/8/2020,6,17,,6,-15,5,63,1
Gibson Indiana,18051,6/9/2020,-3,9,,-1,-18,7,64,1
Gibson Indiana,18051,6/10/2020,6,,,1,-19,5,64,1
Gibson Indiana,18051,6/11/2020,6,21,,12,-19,5,64,1
Gibson Indiana,18051,6/12/2020,-3,16,,6,-21,6,65,1
Gibson Indiana,18051,6/13/2020,-4,16,,2,2,,65,1
Gibson Indiana,18051,6/14/2020,2,,,36,3,,65,1
Gibson Indiana,18051,6/15/2020,5,22,,20,-19,3,66,1
Gibson Indiana,18051,6/16/2020,10,15,,4,-18,4,66,1
Gibson Indiana,18051,6/17/2020,7,,,15,-17,3,66,1
Gibson Indiana,18051,6/18/2020,3,15,,9,-19,4,68,1
Gibson Indiana,18051,6/19/2020,3,16,,17,-21,3,69,1
Gibson Indiana,18051,6/20/2020,3,29,,17,4,,70,1
Gibson Indiana,18051,6/21/2020,-3,,,26,3,,72,1
Gibson Indiana,18051,6/22/2020,7,14,,12,-19,6,71,1
Gibson Indiana,18051,6/23/2020,4,13,,15,-19,5,72,1
Gibson Indiana,18051,6/24/2020,6,,,8,-20,4,73,1
Gibson Indiana,18051,6/25/2020,5,15,,11,-19,4,73,1
Gibson Indiana,18051,6/26/2020,0,16,,20,-19,5,73,1
Gibson Indiana,18051,6/27/2020,-9,5,,24,18,,73,1
Gibson Indiana,18051,6/28/2020,-1,,,25,-1,,76,1
Gibson Indiana,18051,6/29/2020,10,7,,13,-19,4,79,1
Gibson Indiana,18051,6/30/2020,0,5,,3,-20,7,81,1
Gibson Indiana,18051,7/1/2020,10,,,11,-20,4,83,1
Gibson Indiana,18051,7/2/2020,15,18,,16,-23,4,84,1
Gibson Indiana,18051,7/3/2020,9,39,,-9,-55,,86,1
Gibson Indiana,18051,7/4/2020,-25,,,-23,-28,,89,1
Gibson Indiana,18051,7/5/2020,-11,,,37,-6,,91,1
Gibson Indiana,18051,7/6/2020,6,15,,19,-21,5,99,2
Gibson Indiana,18051,7/7/2020,8,8,,13,-22,5,100,1
Gibson Indiana,18051,7/8/2020,5,,,12,-22,6,102,1
Gibson Indiana,18051,7/9/2020,1,16,,8,-22,6,105,1
Gibson Indiana,18051,7/10/2020,1,11,,19,-23,6,108,1
Gibson Indiana,18051,7/11/2020,-10,8,,18,-8,,109,1
Gibson Indiana,18051,7/12/2020,-9,,,35,5,,119,1
Gibson Indiana,18051,7/13/2020,8,13,,15,-30,5,122,1
Gibson Indiana,18051,7/14/2020,8,6,,12,-31,8,125,1
Gibson Indiana,18051,7/15/2020,3,,,1,-31,8,130,1
Gibson Indiana,18051,7/16/2020,3,13,,6,-31,9,135,1
Gibson Indiana,18051,7/17/2020,-9,9,,6,-33,,7,0
Gibson Indiana,18051,7/18/2020,-15,12,,3,-9,,7,0
Gibson Indiana,18051,7/19/2020,-7,,,38,-7,,7,0
Gibson Indiana,18051,7/20/2020,-3,18,,14,-21,7,7,0
Gibson Indiana,18051,7/21/2020,-2,15,,14,-22,5,7,0
Gibson Indiana,18051,7/22/2020,1,23,,19,-20,6,7,0
Gibson Indiana,18051,7/23/2020,-3,7,,19,-21,6,7,0
Gibson Indiana,18051,7/24/2020,-11,10,,21,-19,6,7,0
Gibson Indiana,18051,7/25/2020,-12,12,,18,13,,7,0
Gibson Indiana,18051,7/26/2020,-11,,,30,1,,8,0
Gibson Indiana,18051,7/27/2020,-2,17,,16,-18,6,8,0
Gibson Indiana,18051,7/28/2020,-4,14,,12,-20,5,8,0
Gibson Indiana,18051,7/29/2020,4,,,17,-21,4,8,0
Gibson Indiana,18051,7/30/2020,-9,17,,10,-21,7,8,0
Gibson Indiana,18051,7/31/2020,-4,18,,12,-22,6,9,0
Grant Indiana,18053,5/1/2020,-14,10,,-19,-31,11,10,0
Grant Indiana,18053,5/2/2020,-6,20,,-4,-18,3,10,0
Grant Indiana,18053,5/3/2020,-11,8,,-7,-21,,10,0
Grant Indiana,18053,5/4/2020,-4,6,,-16,-27,9,10,0
Grant Indiana,18053,5/5/2020,-10,3,,-13,-30,13,11,0
Grant Indiana,18053,5/6/2020,-5,8,,-13,-27,10,13,1
Grant Indiana,18053,5/7/2020,-8,11,,-9,-30,11,13,1
Grant Indiana,18053,5/8/2020,-18,9,,-25,-28,13,13,2
Grant Indiana,18053,5/9/2020,-1,31,,-2,-16,5,13,2
Grant Indiana,18053,5/10/2020,-11,13,,-4,-16,,14,2
Grant Indiana,18053,5/11/2020,-10,-3,,-11,-22,11,14,2
Grant Indiana,18053,5/12/2020,-2,9,,-9,-25,9,14,2
Grant Indiana,18053,5/13/2020,2,8,,-12,-24,9,14,2
Grant Indiana,18053,5/14/2020,-5,6,,-2,-27,8,14,2
Grant Indiana,18053,5/15/2020,-13,3,,-18,-27,11,15,2
Grant Indiana,18053,5/16/2020,0,12,,9,-11,2,17,2
Grant Indiana,18053,5/17/2020,-11,7,,-1,-14,,17,2
Grant Indiana,18053,5/18/2020,-1,3,,-11,-24,10,17,2
Grant Indiana,18053,5/19/2020,-3,2,,-7,-25,11,18,2
Grant Indiana,18053,5/20/2020,0,5,,-12,-24,8,19,2
Grant Indiana,18053,5/21/2020,-1,11,,-5,-27,8,20,2
Grant Indiana,18053,5/22/2020,-5,8,,-5,-26,7,20,2
Grant Indiana,18053,5/23/2020,-1,9,,9,-14,1,20,2
Grant Indiana,18053,5/24/2020,8,22,,-3,-17,-1,20,2
Grant Indiana,18053,5/25/2020,-3,3,,-32,-63,14,21,2
Grant Indiana,18053,5/26/2020,4,13,,-7,-26,6,21,2
Grant Indiana,18053,5/27/2020,7,9,,-11,-23,7,22,2
Grant Indiana,18053,5/28/2020,3,10,,-1,-25,8,22,2
Grant Indiana,18053,5/29/2020,-4,3,,-7,-22,8,22,2
Grant Indiana,18053,5/30/2020,4,10,,3,-5,0,23,2
Grant Indiana,18053,5/31/2020,3,10,,7,-7,0,24,2
Grant Indiana,18053,6/1/2020,12,9,,4,-20,5,24,2
Grant Indiana,18053,6/2/2020,13,15,,1,-23,5,24,2
Grant Indiana,18053,6/3/2020,11,10,,-1,-20,5,24,2
Grant Indiana,18053,6/4/2020,7,15,,-6,-23,6,25,2
Grant Indiana,18053,6/5/2020,-1,11,,0,-22,6,26,2
Grant Indiana,18053,6/6/2020,4,16,,8,-11,-1,27,2
Grant Indiana,18053,6/7/2020,8,14,,9,-11,-1,27,2
Grant Indiana,18053,6/8/2020,7,6,,-1,-19,5,27,2
Grant Indiana,18053,6/9/2020,4,9,,6,-21,6,29,2
Grant Indiana,18053,6/10/2020,8,10,,-10,-22,6,29,2
Grant Indiana,18053,6/11/2020,12,12,,1,-21,5,29,2
Grant Indiana,18053,6/12/2020,1,7,,-2,-21,4,31,2
Grant Indiana,18053,6/13/2020,8,11,,6,-11,0,32,2
Grant Indiana,18053,6/14/2020,9,13,,15,-9,-1,36,2
Grant Indiana,18053,6/15/2020,11,11,,-1,-19,4,41,2
Grant Indiana,18053,6/16/2020,11,12,,6,-21,4,44,2
Grant Indiana,18053,6/17/2020,12,12,,-4,-20,4,46,2
Grant Indiana,18053,6/18/2020,7,16,,7,-23,5,59,2
Grant Indiana,18053,6/19/2020,-1,6,,0,-21,4,67,2
Grant Indiana,18053,6/20/2020,6,22,,21,-5,-3,80,2
Grant Indiana,18053,6/21/2020,4,16,,11,-7,-1,81,2
Grant Indiana,18053,6/22/2020,5,5,,-4,-23,5,87,2
Grant Indiana,18053,6/23/2020,7,4,,7,-23,6,98,2
Grant Indiana,18053,6/24/2020,10,3,,-2,-21,4,103,2
Grant Indiana,18053,6/25/2020,8,10,,7,-23,5,113,2
Grant Indiana,18053,6/26/2020,-1,8,,9,-23,5,120,2
Grant Indiana,18053,6/27/2020,-2,4,,26,-12,1,124,2
Grant Indiana,18053,6/28/2020,8,17,,20,-10,-1,128,2
Grant Indiana,18053,6/29/2020,7,4,,0,-22,5,133,2
Grant Indiana,18053,6/30/2020,11,9,,7,-23,5,139,2
Grant Indiana,18053,7/1/2020,19,14,,1,-23,3,142,2
Grant Indiana,18053,7/2/2020,26,27,,14,-28,4,146,2
Grant Indiana,18053,7/3/2020,9,23,,-12,-52,8,154,2
Grant Indiana,18053,7/4/2020,-4,10,,-10,-28,-3,159,2
Grant Indiana,18053,7/5/2020,1,3,,36,-14,-2,160,2
Grant Indiana,18053,7/6/2020,7,5,,11,-27,5,163,2
Grant Indiana,18053,7/7/2020,7,4,,14,-27,5,171,2
Grant Indiana,18053,7/8/2020,6,6,,1,-24,5,174,2
Grant Indiana,18053,7/9/2020,10,9,,5,-26,5,176,2
Grant Indiana,18053,7/10/2020,3,5,,8,-25,5,179,2
Grant Indiana,18053,7/11/2020,4,9,,22,-5,-2,181,2
Grant Indiana,18053,7/12/2020,1,7,,20,-9,0,183,2
Grant Indiana,18053,7/13/2020,8,4,,9,-22,4,187,2
Grant Indiana,18053,7/14/2020,6,3,,3,-24,4,190,3
Grant Indiana,18053,7/15/2020,8,7,,4,-23,4,194,3
Grant Indiana,18053,7/16/2020,-1,8,,4,-25,5,195,3
Grant Indiana,18053,7/17/2020,-4,5,,11,-25,5,149,12
Grant Indiana,18053,7/18/2020,-4,3,,29,-12,-1,154,14
Grant Indiana,18053,7/19/2020,-6,8,,19,-11,0,155,14
Grant Indiana,18053,7/20/2020,3,2,,-4,-22,5,158,14
Grant Indiana,18053,7/21/2020,0,4,,5,-25,7,159,14
Grant Indiana,18053,7/22/2020,4,3,,-1,-23,5,162,15
Grant Indiana,18053,7/23/2020,6,11,,13,-23,4,165,15
Grant Indiana,18053,7/24/2020,-5,6,,8,-24,4,170,16
Grant Indiana,18053,7/25/2020,-3,8,,30,-13,-2,172,17
Grant Indiana,18053,7/26/2020,-2,10,,37,-11,-1,172,17
Grant Indiana,18053,7/27/2020,-6,-2,,-4,-23,7,172,18
Grant Indiana,18053,7/28/2020,0,2,,4,-25,5,178,18
Grant Indiana,18053,7/29/2020,1,2,,4,-25,4,178,19
Grant Indiana,18053,7/30/2020,1,3,,7,-26,6,181,19
Grant Indiana,18053,7/31/2020,-1,1,,0,-22,3,183,19
Greene Indiana,18055,5/1/2020,,,,,-38,,192,20
Greene Indiana,18055,5/2/2020,,,,,-21,,194,20
Greene Indiana,18055,5/3/2020,,,,,-22,,197,20
Greene Indiana,18055,5/4/2020,,,,,-35,,201,21
Greene Indiana,18055,5/5/2020,,,,,-36,,204,22
Greene Indiana,18055,5/6/2020,,,,,-35,,211,22
Greene Indiana,18055,5/7/2020,,,,,-35,,214,22
Greene Indiana,18055,5/8/2020,,,,,-35,,221,22
Greene Indiana,18055,5/9/2020,,,,,-20,,226,22
Greene Indiana,18055,5/10/2020,,,,,-19,,230,22
Greene Indiana,18055,5/11/2020,,,,,-29,,237,23
Greene Indiana,18055,5/12/2020,,,,,-31,,244,23
Greene Indiana,18055,5/13/2020,,,,,-31,,247,23
Greene Indiana,18055,5/14/2020,,-7,,,-31,,259,23
Greene Indiana,18055,5/15/2020,-6,-10,,,-31,,266,24
Greene Indiana,18055,5/16/2020,9,,,,-11,,269,24
Greene Indiana,18055,5/17/2020,,,,,-16,,271,25
Greene Indiana,18055,5/18/2020,,-17,,,-27,,280,25
Greene Indiana,18055,5/19/2020,,-6,,,-27,,282,25
Greene Indiana,18055,5/20/2020,,-4,,,-29,,286,26
Greene Indiana,18055,5/21/2020,,-2,,,-28,,291,26
Greene Indiana,18055,5/22/2020,1,1,,,-32,,298,26
Greene Indiana,18055,5/23/2020,15,,,,-17,,298,26
Greene Indiana,18055,5/24/2020,,,,,-25,,303,26
Greene Indiana,18055,5/25/2020,,-4,,,-69,,309,26
Greene Indiana,18055,5/26/2020,,0,,,-26,,311,26
Greene Indiana,18055,5/27/2020,,-1,,,-28,,317,27
Greene Indiana,18055,5/28/2020,,-2,,,-25,,320,27
Greene Indiana,18055,5/29/2020,-3,-1,,,-27,,326,27
Greene Indiana,18055,5/30/2020,6,,,,-6,,328,27
Greene Indiana,18055,5/31/2020,,,,,-7,,329,27
Greene Indiana,18055,6/1/2020,,0,,,-26,,331,27
Greene Indiana,18055,6/2/2020,,3,,,-28,,334,27
Greene Indiana,18055,6/3/2020,,6,,,-24,6,341,27
Greene Indiana,18055,6/4/2020,,-2,,,-25,,347,28
Greene Indiana,18055,6/5/2020,2,-1,,,-27,,352,28
Greene Indiana,18055,6/6/2020,15,,,,-8,,354,28
Greene Indiana,18055,6/7/2020,,,,,-13,,354,29
Greene Indiana,18055,6/8/2020,,-9,,,-26,,361,29
Greene Indiana,18055,6/9/2020,,-8,,,-27,,364,29
Greene Indiana,18055,6/10/2020,,-4,,,-25,,364,29
Greene Indiana,18055,6/11/2020,,1,,,-25,,371,29
Greene Indiana,18055,6/12/2020,0,0,,,-28,,368,29
Greene Indiana,18055,6/13/2020,10,,,,-5,,373,29
Greene Indiana,18055,6/14/2020,,,,,-7,,374,29
Greene Indiana,18055,6/15/2020,,-10,,,-24,,376,29
Greene Indiana,18055,6/16/2020,,2,,,-28,,385,29
Greene Indiana,18055,6/17/2020,,-1,,,-23,5,387,29
Greene Indiana,18055,6/18/2020,,-5,,,-24,,391,29
Greene Indiana,18055,6/19/2020,6,-5,,,-26,,398,29
Greene Indiana,18055,6/20/2020,9,,,,-4,,401,29
Greene Indiana,18055,6/21/2020,,,,,-3,,402,29
Greene Indiana,18055,6/22/2020,,-11,,,-26,,405,29
Greene Indiana,18055,6/23/2020,,-2,,,-25,6,414,29
Greene Indiana,18055,6/24/2020,,-2,,,-24,6,421,29
Greene Indiana,18055,6/25/2020,,-5,,,-24,,428,29
Greene Indiana,18055,6/26/2020,5,-3,,,-27,,445,29
Greene Indiana,18055,6/27/2020,3,,,,-5,,449,29
Greene Indiana,18055,6/28/2020,,,,,-2,,449,29
Greene Indiana,18055,6/29/2020,,-10,,,-26,,476,29
Greene Indiana,18055,6/30/2020,,-2,,,-27,,489,29
Greene Indiana,18055,7/1/2020,,1,,,-27,,512,30
Greene Indiana,18055,7/2/2020,,12,,,-31,,519,30
Greene Indiana,18055,7/3/2020,16,10,,,-53,,542,30
Greene Indiana,18055,7/4/2020,-12,,,,-23,,556,30
Greene Indiana,18055,7/5/2020,,,,,-17,,572,30
Greene Indiana,18055,7/6/2020,,-8,,,-29,,582,31
Greene Indiana,18055,7/7/2020,,-1,,,-29,,604,31
Greene Indiana,18055,7/8/2020,,-4,,,-27,,618,32
Greene Indiana,18055,7/9/2020,,-6,,,-25,,627,32
Greene Indiana,18055,7/10/2020,0,0,,,-30,,649,32
Greene Indiana,18055,7/11/2020,21,,,,-7,,655,32
Greene Indiana,18055,7/12/2020,,,,,-8,,657,32
Greene Indiana,18055,7/13/2020,,-12,,,-28,,681,32
Greene Indiana,18055,7/14/2020,,3,,,-30,,689,32
Greene Indiana,18055,7/15/2020,,0,,,-26,,702,32
Greene Indiana,18055,7/16/2020,,-3,,,-26,,707,32
Greene Indiana,18055,7/17/2020,7,0,,,-29,,93,8
Greene Indiana,18055,7/18/2020,9,,,,-7,,98,8
Greene Indiana,18055,7/19/2020,,,,,-12,,99,8
Greene Indiana,18055,7/20/2020,,-15,,,-29,,99,8
Greene Indiana,18055,7/21/2020,,-14,,,-28,,100,9
Greene Indiana,18055,7/22/2020,,-5,,,-25,,105,10
Greene Indiana,18055,7/23/2020,,-6,,,-26,,136,11
Greene Indiana,18055,7/24/2020,-2,-8,,,-25,,150,11
Greene Indiana,18055,7/25/2020,14,,,,-9,,151,11
Greene Indiana,18055,7/26/2020,,,,,-11,,151,13
Greene Indiana,18055,7/27/2020,,-15,,,-26,,151,17
Greene Indiana,18055,7/28/2020,,-7,,,-27,,155,19
Greene Indiana,18055,7/29/2020,,-3,,,-26,,155,20
Greene Indiana,18055,7/30/2020,,-11,,,-28,,157,20
Greene Indiana,18055,7/31/2020,0,-2,,,-27,,158,20
Hamilton Indiana,18057,5/1/2020,-36,-7,142,,-57,24,158,23
Hamilton Indiana,18057,5/2/2020,-40,-1,,,-34,9,162,24
Hamilton Indiana,18057,5/3/2020,-42,-10,147,,-36,10,164,24
Hamilton Indiana,18057,5/4/2020,-30,-11,85,,-56,21,165,24
Hamilton Indiana,18057,5/5/2020,-33,-8,3,,-57,24,166,24
Hamilton Indiana,18057,5/6/2020,-31,-7,90,,-57,23,169,24
Hamilton Indiana,18057,5/7/2020,-32,-4,107,,-57,23,171,25
Hamilton Indiana,18057,5/8/2020,-34,-1,39,,-55,24,171,26
Hamilton Indiana,18057,5/9/2020,-34,13,,,-29,9,171,26
Hamilton Indiana,18057,5/10/2020,-38,-9,27,,-34,9,171,26
Hamilton Indiana,18057,5/11/2020,-28,-13,17,,-54,21,171,27
Hamilton Indiana,18057,5/12/2020,-21,-3,96,,-54,21,172,27
Hamilton Indiana,18057,5/13/2020,-22,-7,83,,-53,22,172,27
Hamilton Indiana,18057,5/14/2020,-26,-8,31,,-55,23,172,27
Hamilton Indiana,18057,5/15/2020,-25,-7,59,,-54,23,173,27
Hamilton Indiana,18057,5/16/2020,-26,-3,,,-25,8,173,27
Hamilton Indiana,18057,5/17/2020,-30,-13,81,,-27,9,173,28
Hamilton Indiana,18057,5/18/2020,-21,-11,39,,-52,20,173,28
Hamilton Indiana,18057,5/19/2020,-19,-8,14,,-52,21,175,28
Hamilton Indiana,18057,5/20/2020,-18,-2,65,,-51,21,176,28
Hamilton Indiana,18057,5/21/2020,-15,0,71,,-52,20,176,29
Hamilton Indiana,18057,5/22/2020,-14,4,185,,-50,18,178,30
Hamilton Indiana,18057,5/23/2020,-23,2,,,-22,6,179,30
Hamilton Indiana,18057,5/24/2020,-20,-4,,,-22,3,179,31
Hamilton Indiana,18057,5/25/2020,-16,-10,185,,-81,22,179,31
Hamilton Indiana,18057,5/26/2020,-11,2,132,,-49,18,182,31
Hamilton Indiana,18057,5/27/2020,-10,-2,106,,-48,19,182,31
Hamilton Indiana,18057,5/28/2020,-14,-1,72,,-48,19,182,31
Hamilton Indiana,18057,5/29/2020,-14,-1,131,,-47,18,182,31
Hamilton Indiana,18057,5/30/2020,-15,6,,,-8,4,184,32
Hamilton Indiana,18057,5/31/2020,-15,-2,,,-11,4,186,32
Hamilton Indiana,18057,6/1/2020,-7,-1,121,,-48,16,186,32
Hamilton Indiana,18057,6/2/2020,-1,4,203,,-48,16,187,32
Hamilton Indiana,18057,6/3/2020,-9,4,98,,-47,18,187,32
Hamilton Indiana,18057,6/4/2020,-10,6,110,,-47,17,188,32
Hamilton Indiana,18057,6/5/2020,-8,7,187,,-46,16,189,32
Hamilton Indiana,18057,6/6/2020,-12,10,,,-8,3,189,32
Hamilton Indiana,18057,6/7/2020,-11,0,,,-12,3,189,32
Hamilton Indiana,18057,6/8/2020,-4,0,145,,-47,14,189,32
Hamilton Indiana,18057,6/9/2020,-5,2,100,,-47,17,189,32
Hamilton Indiana,18057,6/10/2020,-3,3,101,,-45,17,189,32
Hamilton Indiana,18057,6/11/2020,-1,7,202,,-46,15,190,32
Hamilton Indiana,18057,6/12/2020,-6,5,,,-45,14,188,34
Hamilton Indiana,18057,6/13/2020,-8,7,,,-4,2,188,34
Hamilton Indiana,18057,6/14/2020,-6,-4,,,-9,2,188,34
Hamilton Indiana,18057,6/15/2020,0,-1,185,,-45,14,189,34
Hamilton Indiana,18057,6/16/2020,2,5,212,,-45,14,189,34
Hamilton Indiana,18057,6/17/2020,0,7,,,-45,15,189,35
Hamilton Indiana,18057,6/18/2020,0,8,205,,-45,14,189,35
Hamilton Indiana,18057,6/19/2020,-2,9,,,-45,12,190,35
Hamilton Indiana,18057,6/20/2020,-7,14,,,-6,1,193,35
Hamilton Indiana,18057,6/21/2020,-8,-3,,,-7,1,194,35
Hamilton Indiana,18057,6/22/2020,-3,-4,127,,-47,14,195,35
Hamilton Indiana,18057,6/23/2020,2,4,180,,-46,14,195,35
Hamilton Indiana,18057,6/24/2020,2,5,223,,-44,14,196,35
Hamilton Indiana,18057,6/25/2020,1,7,225,,-45,14,198,35
Hamilton Indiana,18057,6/26/2020,-4,3,204,,-44,13,199,35
Hamilton Indiana,18057,6/27/2020,-13,-3,,,-9,5,201,35
Hamilton Indiana,18057,6/28/2020,-5,-5,,,-7,3,204,35
Hamilton Indiana,18057,6/29/2020,-3,-4,109,,-44,14,205,35
Hamilton Indiana,18057,6/30/2020,4,3,124,,-45,15,205,36
Hamilton Indiana,18057,7/1/2020,8,10,174,,-45,13,207,36
Hamilton Indiana,18057,7/2/2020,13,20,206,,-48,12,209,36
Hamilton Indiana,18057,7/3/2020,3,18,,,-66,16,211,36
Hamilton Indiana,18057,7/4/2020,-30,0,,,-22,2,212,36
Hamilton Indiana,18057,7/5/2020,-15,-15,,,-14,1,212,36
Hamilton Indiana,18057,7/6/2020,1,-2,125,,-48,13,213,36
Hamilton Indiana,18057,7/7/2020,2,4,151,,-47,14,215,36
Hamilton Indiana,18057,7/8/2020,3,4,142,,-44,14,223,37
Hamilton Indiana,18057,7/9/2020,3,8,175,,-45,14,224,37
Hamilton Indiana,18057,7/10/2020,-1,3,,,-44,13,226,37
Hamilton Indiana,18057,7/11/2020,-7,5,,,-5,2,227,37
Hamilton Indiana,18057,7/12/2020,-3,-1,,,-6,2,227,37
Hamilton Indiana,18057,7/13/2020,1,-2,187,,-45,13,230,37
Hamilton Indiana,18057,7/14/2020,4,4,191,,-46,13,234,37
Hamilton Indiana,18057,7/15/2020,2,7,167,,-44,14,236,37
Hamilton Indiana,18057,7/16/2020,0,6,162,,-45,14,238,37
Hamilton Indiana,18057,7/17/2020,-3,4,191,,-44,13,802,70
Hamilton Indiana,18057,7/18/2020,-8,6,,,-4,1,818,71
Hamilton Indiana,18057,7/19/2020,-11,-7,,,-10,3,832,72
Hamilton Indiana,18057,7/20/2020,0,-2,132,,-46,13,853,75
Hamilton Indiana,18057,7/21/2020,2,3,128,,-46,14,867,77
Hamilton Indiana,18057,7/22/2020,-3,1,81,,-44,15,890,80
Hamilton Indiana,18057,7/23/2020,1,5,169,,-44,13,903,82
Hamilton Indiana,18057,7/24/2020,-3,4,,,-44,12,913,82
Hamilton Indiana,18057,7/25/2020,-8,8,,,-7,1,930,84
Hamilton Indiana,18057,7/26/2020,-7,-2,,,-9,1,935,84
Hamilton Indiana,18057,7/27/2020,-5,-6,70,,-46,14,946,86
Hamilton Indiana,18057,7/28/2020,2,5,179,,-45,13,966,88
Hamilton Indiana,18057,7/29/2020,1,3,177,,-43,13,970,88
Hamilton Indiana,18057,7/30/2020,-7,1,35,,-46,15,978,88
Hamilton Indiana,18057,7/31/2020,-3,3,,,-44,12,987,91
Hancock Indiana,18059,5/1/2020,-22,23,,-7,-46,17,1012,95
Hancock Indiana,18059,5/2/2020,-22,43,,-5,-23,,1032,95
Hancock Indiana,18059,5/3/2020,-20,31,,-15,-29,,1044,95
Hancock Indiana,18059,5/4/2020,-14,17,,0,-44,15,1055,97
Hancock Indiana,18059,5/5/2020,-21,15,,1,-46,19,1067,96
Hancock Indiana,18059,5/6/2020,-21,16,,6,-44,17,1084,96
Hancock Indiana,18059,5/7/2020,-20,15,,-5,-45,18,1097,96
Hancock Indiana,18059,5/8/2020,-24,21,,-3,-45,18,1105,96
Hancock Indiana,18059,5/9/2020,-14,55,,-4,-19,,1109,96
Hancock Indiana,18059,5/10/2020,-21,34,,-11,-26,,1112,97
Hancock Indiana,18059,5/11/2020,-14,9,,3,-42,16,1128,97
Hancock Indiana,18059,5/12/2020,-10,23,,-5,-42,16,1136,96
Hancock Indiana,18059,5/13/2020,-14,24,,1,-42,16,1146,98
Hancock Indiana,18059,5/14/2020,-15,14,,2,-42,18,1170,99
Hancock Indiana,18059,5/15/2020,-12,22,,-3,-42,16,1168,99
Hancock Indiana,18059,5/16/2020,-8,38,,-2,-14,,1173,99
Hancock Indiana,18059,5/17/2020,-12,31,,-2,-22,,1176,99
Hancock Indiana,18059,5/18/2020,-10,16,,-3,-40,15,1184,99
Hancock Indiana,18059,5/19/2020,-7,16,,5,-41,17,1194,100
Hancock Indiana,18059,5/20/2020,-8,13,,4,-39,15,1197,100
Hancock Indiana,18059,5/21/2020,-2,13,,10,-41,15,1205,100
Hancock Indiana,18059,5/22/2020,-3,28,,3,-41,12,1217,100
Hancock Indiana,18059,5/23/2020,-10,33,,11,-16,,1219,100
