full_name,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases,deaths
St. Joseph Indiana,18141,7/12/2020,-5,2,,0,-7,0,581,30
St. Joseph Indiana,18141,7/13/2020,7,4,,-7,-29,7,584,30
St. Joseph Indiana,18141,7/14/2020,2,2,,-6,-31,7,592,30
St. Joseph Indiana,18141,7/15/2020,2,2,,-5,-29,7,594,30
St. Joseph Indiana,18141,7/16/2020,0,4,,-5,-29,8,599,30
St. Joseph Indiana,18141,7/17/2020,-6,0,175,-5,-29,7,598,30
St. Joseph Indiana,18141,7/18/2020,-10,1,,7,-7,0,598,30
St. Joseph Indiana,18141,7/19/2020,-10,-4,111,-2,-13,2,598,30
St. Joseph Indiana,18141,7/20/2020,4,2,168,-7,-30,7,599,30
St. Joseph Indiana,18141,7/21/2020,1,1,,-8,-31,7,601,31
St. Joseph Indiana,18141,7/22/2020,1,2,,-6,-29,7,610,31
St. Joseph Indiana,18141,7/23/2020,2,5,,-3,-29,7,613,32
St. Joseph Indiana,18141,7/24/2020,-6,0,176,-5,-29,7,618,32
St. Joseph Indiana,18141,7/25/2020,-8,1,,6,-7,-1,617,32
St. Joseph Indiana,18141,7/26/2020,-5,0,,1,-9,0,618,32
St. Joseph Indiana,18141,7/27/2020,5,2,120,-11,-30,8,617,32
St. Joseph Indiana,18141,7/28/2020,1,1,,-4,-30,6,621,32
St. Joseph Indiana,18141,7/29/2020,1,0,,-2,-30,6,622,31
St. Joseph Indiana,18141,7/30/2020,0,3,,-6,-30,7,624,31
St. Joseph Indiana,18141,7/31/2020,-4,0,216,-5,-31,6,627,32
Starke Indiana,18149,5/1/2020,,,,,-29,,628,32
Starke Indiana,18149,5/2/2020,,,,,-17,,631,32
Starke Indiana,18149,5/3/2020,,,,,-15,,632,32
Starke Indiana,18149,5/4/2020,,,,,-20,,637,32
Starke Indiana,18149,5/5/2020,,,,,-25,,640,32
Starke Indiana,18149,5/6/2020,,,,,-25,,642,32
Starke Indiana,18149,5/7/2020,,,,,-26,,648,32
Starke Indiana,18149,5/8/2020,,,,,-26,,651,32
Starke Indiana,18149,5/9/2020,,,,,-15,,653,32
Starke Indiana,18149,5/10/2020,,,,,-22,,654,32
Starke Indiana,18149,5/11/2020,,,,,-20,,658,32
Starke Indiana,18149,5/12/2020,,,,,-19,,665,32
Starke Indiana,18149,5/13/2020,,,,,-20,,671,32
Starke Indiana,18149,5/14/2020,,6,,,-21,,676,32
Starke Indiana,18149,5/15/2020,,13,,,-24,,695,32
Starke Indiana,18149,5/16/2020,,45,,,-9,,700,32
Starke Indiana,18149,5/17/2020,,29,,,-20,,701,32
Starke Indiana,18149,5/18/2020,,6,,,-17,,710,32
Starke Indiana,18149,5/19/2020,,5,,,-22,,716,32
Starke Indiana,18149,5/20/2020,,19,,,-20,,719,32
Starke Indiana,18149,5/21/2020,,22,,,-20,,733,32
Starke Indiana,18149,5/22/2020,,20,,,-24,,740,32
Starke Indiana,18149,5/23/2020,,49,,,-14,,740,32
Starke Indiana,18149,5/24/2020,,,,,-20,,741,32
Starke Indiana,18149,5/25/2020,,26,,,-69,,745,32
Starke Indiana,18149,5/26/2020,,18,,,-23,,753,32
Starke Indiana,18149,5/27/2020,,19,,,-19,,757,32
Starke Indiana,18149,5/28/2020,,24,,,-23,,759,32
Starke Indiana,18149,5/29/2020,,10,,,-20,,771,32
Starke Indiana,18149,5/30/2020,,39,,,-5,,773,32
Starke Indiana,18149,5/31/2020,,,,,-11,,773,32
Starke Indiana,18149,6/1/2020,,13,,,-15,,797,34
Starke Indiana,18149,6/2/2020,,14,,,-20,,803,34
Starke Indiana,18149,6/3/2020,,19,,,-18,,813,34
Starke Indiana,18149,6/4/2020,,31,,,-18,,818,34
Starke Indiana,18149,6/5/2020,,24,,,-20,,8,0
Starke Indiana,18149,6/6/2020,,45,,,1,,8,1
Starke Indiana,18149,6/7/2020,,,,,-8,,8,1
Starke Indiana,18149,6/8/2020,,13,,,-14,,8,1
Starke Indiana,18149,6/9/2020,,9,,,-18,,8,1
Starke Indiana,18149,6/10/2020,,12,,,-19,,9,1
Starke Indiana,18149,6/11/2020,,24,,,-18,,9,1
Starke Indiana,18149,6/12/2020,,25,,,-20,,10,1
Starke Indiana,18149,6/13/2020,,40,,,-3,,10,1
Starke Indiana,18149,6/14/2020,,,,,-5,,10,1
Starke Indiana,18149,6/15/2020,,9,,,-14,,10,1
Starke Indiana,18149,6/16/2020,,15,,,-17,,10,1
Starke Indiana,18149,6/17/2020,,19,,,-17,,10,1
Starke Indiana,18149,6/18/2020,,22,,,-19,,10,1
Starke Indiana,18149,6/19/2020,,26,,,-21,,10,1
Starke Indiana,18149,6/20/2020,,39,,,-10,,11,1
Starke Indiana,18149,6/21/2020,,,,,-8,,14,1
Starke Indiana,18149,6/22/2020,,7,,,-14,,15,1
Starke Indiana,18149,6/23/2020,,12,,,-17,,15,1
Starke Indiana,18149,6/24/2020,,13,,,-15,,16,1
Starke Indiana,18149,6/25/2020,,22,,,-18,,16,1
Starke Indiana,18149,6/26/2020,,18,,,-18,,17,1
Starke Indiana,18149,6/27/2020,,24,,,-5,,17,1
Starke Indiana,18149,6/28/2020,,31,,,-7,,17,1
Starke Indiana,18149,6/29/2020,,3,,,-16,,19,1
Starke Indiana,18149,6/30/2020,,4,,,-18,,20,1
Starke Indiana,18149,7/1/2020,,23,,,-18,,20,1
Starke Indiana,18149,7/2/2020,,33,,,-26,,22,1
Starke Indiana,18149,7/3/2020,,42,,,-52,,22,1
Starke Indiana,18149,7/4/2020,,38,,,-28,,23,1
Starke Indiana,18149,7/5/2020,,33,,,-15,,23,1
Starke Indiana,18149,7/6/2020,,15,,,-19,,23,1
Starke Indiana,18149,7/7/2020,,9,,,-21,,24,1
Starke Indiana,18149,7/8/2020,,19,,,-22,,24,1
Starke Indiana,18149,7/9/2020,,12,,,-23,,24,1
Starke Indiana,18149,7/10/2020,,8,,,-24,,25,1
Starke Indiana,18149,7/11/2020,,35,,,-1,,25,1
Starke Indiana,18149,7/12/2020,,36,,,-6,,25,1
Starke Indiana,18149,7/13/2020,,10,,,-15,,25,1
Starke Indiana,18149,7/14/2020,,10,,,-19,,25,1
Starke Indiana,18149,7/15/2020,,21,,,-18,,25,1
Starke Indiana,18149,7/16/2020,,20,,,-19,,25,1
Starke Indiana,18149,7/17/2020,,12,,,-22,,25,1
Starke Indiana,18149,7/18/2020,,33,,,-14,,25,1
Starke Indiana,18149,7/19/2020,,36,,,-4,,26,1
Starke Indiana,18149,7/20/2020,,12,,,-13,,26,1
Starke Indiana,18149,7/21/2020,,7,,,-17,,26,1
Starke Indiana,18149,7/22/2020,,15,,,-17,,26,1
Starke Indiana,18149,7/23/2020,,20,,,-19,,26,1
Starke Indiana,18149,7/24/2020,,12,,,-19,,27,1
Starke Indiana,18149,7/25/2020,,26,,,2,,27,1
Starke Indiana,18149,7/26/2020,,31,,,-5,,27,1
Starke Indiana,18149,7/27/2020,,6,,,-19,,28,1
Starke Indiana,18149,7/28/2020,,8,,,-21,,28,1
Starke Indiana,18149,7/29/2020,,12,,,-18,,30,1
Starke Indiana,18149,7/30/2020,,18,,,-20,,31,1
Starke Indiana,18149,7/31/2020,,13,,,-22,,31,1
Steuben Indiana,18151,5/1/2020,-12,14,,-10,-32,16,33,1
Steuben Indiana,18151,5/2/2020,-11,28,,-6,-19,,33,1
Steuben Indiana,18151,5/3/2020,2,,,-3,-26,,33,1
Steuben Indiana,18151,5/4/2020,7,,,-10,-28,12,33,1
Steuben Indiana,18151,5/5/2020,-7,,,-11,-28,15,34,1
Steuben Indiana,18151,5/6/2020,-4,,,-7,-28,12,36,1
Steuben Indiana,18151,5/7/2020,-2,,,-12,-28,14,38,1
Steuben Indiana,18151,5/8/2020,-12,23,,-14,-29,15,40,1
Steuben Indiana,18151,5/9/2020,-8,,,1,-10,,41,1
Steuben Indiana,18151,5/10/2020,-13,,,-12,-25,,41,1
Steuben Indiana,18151,5/11/2020,0,,,-12,-22,12,44,1
Steuben Indiana,18151,5/12/2020,5,,,-9,-23,11,47,1
Steuben Indiana,18151,5/13/2020,8,,,-4,-24,11,49,1
Steuben Indiana,18151,5/14/2020,6,,,-12,-24,12,53,1
Steuben Indiana,18151,5/15/2020,5,28,,-8,-26,13,57,1
Steuben Indiana,18151,5/16/2020,13,,,5,-12,,60,1
Steuben Indiana,18151,5/17/2020,8,,,2,-22,,62,1
Steuben Indiana,18151,5/18/2020,6,23,,-4,-22,13,65,1
Steuben Indiana,18151,5/19/2020,12,27,,-3,-23,12,67,1
Steuben Indiana,18151,5/20/2020,17,,,1,-23,11,82,1
Steuben Indiana,18151,5/21/2020,27,,,9,-25,10,85,1
Steuben Indiana,18151,5/22/2020,25,46,,15,-25,10,89,1
Steuben Indiana,18151,5/23/2020,34,,,20,-8,,92,1
Steuben Indiana,18151,5/24/2020,60,,,11,-19,,94,1
Steuben Indiana,18151,5/25/2020,43,48,,-16,-70,,96,1
Steuben Indiana,18151,5/26/2020,26,41,,-4,-19,8,98,1
Steuben Indiana,18151,5/27/2020,20,,,-3,-20,9,102,1
Steuben Indiana,18151,5/28/2020,26,,,0,-19,10,103,1
Steuben Indiana,18151,5/29/2020,24,33,,7,-20,9,104,1
Steuben Indiana,18151,5/30/2020,36,,,29,-5,,105,1
Steuben Indiana,18151,5/31/2020,42,,,37,-4,,107,1
Steuben Indiana,18151,6/1/2020,24,35,,4,-15,6,108,2
Steuben Indiana,18151,6/2/2020,33,36,,12,-16,6,112,2
Steuben Indiana,18151,6/3/2020,29,,,8,-15,7,113,3
Steuben Indiana,18151,6/4/2020,33,,,7,-18,6,113,3
Steuben Indiana,18151,6/5/2020,21,38,,18,-17,7,648,24
Steuben Indiana,18151,6/6/2020,37,,,27,-2,,651,25
Steuben Indiana,18151,6/7/2020,43,,,50,-8,,664,25
Steuben Indiana,18151,6/8/2020,23,38,,2,-14,5,674,25
Steuben Indiana,18151,6/9/2020,23,33,,10,-15,6,693,26
Steuben Indiana,18151,6/10/2020,18,,,11,-17,5,720,29
Steuben Indiana,18151,6/11/2020,32,,,20,-16,5,736,29
Steuben Indiana,18151,6/12/2020,21,41,,21,-16,6,779,30
Steuben Indiana,18151,6/13/2020,30,,,31,0,,792,30
Steuben Indiana,18151,6/14/2020,40,,,50,-5,,817,30
Steuben Indiana,18151,6/15/2020,28,48,,10,-15,5,836,31
Steuben Indiana,18151,6/16/2020,28,37,,14,-16,5,854,32
Steuben Indiana,18151,6/17/2020,30,,,12,-16,4,864,33
Steuben Indiana,18151,6/18/2020,34,,,12,-15,5,904,33
Steuben Indiana,18151,6/19/2020,24,42,,19,-18,4,929,33
Steuben Indiana,18151,6/20/2020,33,,,35,9,,955,33
Steuben Indiana,18151,6/21/2020,32,,,34,-6,,979,33
Steuben Indiana,18151,6/22/2020,26,29,,6,-17,5,992,33
Steuben Indiana,18151,6/23/2020,18,30,,12,-16,6,1022,35
Steuben Indiana,18151,6/24/2020,23,,,8,-17,5,1062,36
Steuben Indiana,18151,6/25/2020,28,,,15,-15,4,1091,37
Steuben Indiana,18151,6/26/2020,20,34,,19,-17,6,1106,38
Steuben Indiana,18151,6/27/2020,23,,,48,10,,1141,39
Steuben Indiana,18151,6/28/2020,37,,,61,1,,1164,39
Steuben Indiana,18151,6/29/2020,31,44,,15,-18,5,1179,39
Steuben Indiana,18151,6/30/2020,37,43,,16,-18,5,1214,39
Steuben Indiana,18151,7/1/2020,42,,,11,-20,4,1227,39
Steuben Indiana,18151,7/2/2020,76,,,23,-25,4,1230,39
Steuben Indiana,18151,7/3/2020,54,83,,19,-59,,1257,39
Steuben Indiana,18151,7/4/2020,18,,,14,-21,,1275,39
Steuben Indiana,18151,7/5/2020,39,,,47,-16,,1283,39
Steuben Indiana,18151,7/6/2020,38,39,,26,-22,5,1295,39
Steuben Indiana,18151,7/7/2020,32,35,,16,-18,5,1318,39
Steuben Indiana,18151,7/8/2020,30,,,13,-18,5,1329,40
Steuben Indiana,18151,7/9/2020,37,,,15,-17,5,1346,41
Steuben Indiana,18151,7/10/2020,21,30,,20,-19,7,1367,43
Steuben Indiana,18151,7/11/2020,25,,,41,7,,1387,44
Steuben Indiana,18151,7/12/2020,32,,,47,1,,1416,44
Steuben Indiana,18151,7/13/2020,28,44,,10,-15,4,1428,47
Steuben Indiana,18151,7/14/2020,25,34,,15,-16,4,1447,48
Steuben Indiana,18151,7/15/2020,27,,,12,-14,4,1463,49
Steuben Indiana,18151,7/16/2020,31,,,13,-16,5,1491,50
Steuben Indiana,18151,7/17/2020,21,39,,22,-16,6,1505,55
Steuben Indiana,18151,7/18/2020,25,,,,4,,1521,55
Steuben Indiana,18151,7/19/2020,26,,,42,-4,,1548,55
Steuben Indiana,18151,7/20/2020,27,36,,10,-14,5,1561,55
Steuben Indiana,18151,7/21/2020,30,29,,13,-15,6,1580,56
Steuben Indiana,18151,7/22/2020,27,,,12,-13,5,1593,58
Steuben Indiana,18151,7/23/2020,31,,,12,-13,5,1622,58
Steuben Indiana,18151,7/24/2020,20,32,,17,-15,5,1638,58
Steuben Indiana,18151,7/25/2020,22,,,35,11,,1656,61
Steuben Indiana,18151,7/26/2020,31,,,55,-4,,1672,61
Steuben Indiana,18151,7/27/2020,19,34,,14,-14,5,1687,62
Steuben Indiana,18151,7/28/2020,16,29,,6,-13,6,1697,63
Steuben Indiana,18151,7/29/2020,23,,,6,-12,4,1715,64
Steuben Indiana,18151,7/30/2020,28,,,12,-14,4,1750,64
Steuben Indiana,18151,7/31/2020,27,34,,22,-13,3,1790,65
Sullivan Indiana,18153,5/1/2020,,,,,-34,,1808,67
Sullivan Indiana,18153,5/2/2020,,,,,-17,,1822,69
Sullivan Indiana,18153,5/3/2020,,,,,-17,,1829,70
Sullivan Indiana,18153,5/4/2020,,,,,-28,,1840,70
Sullivan Indiana,18153,5/5/2020,,,,,-29,,1859,70
Sullivan Indiana,18153,5/6/2020,,,,,-29,,1867,71
Sullivan Indiana,18153,5/7/2020,,,,,-29,,1873,71
Sullivan Indiana,18153,5/8/2020,,,,,-30,,1918,71
Sullivan Indiana,18153,5/9/2020,,,,,-12,,1953,71
Sullivan Indiana,18153,5/10/2020,,,,,-17,,1974,71
Sullivan Indiana,18153,5/11/2020,,,,,-21,,1991,73
Sullivan Indiana,18153,5/12/2020,,,,,-25,,2011,74
Sullivan Indiana,18153,5/13/2020,,,,,-27,,2035,74
Sullivan Indiana,18153,5/14/2020,,,,,-26,,2061,74
Sullivan Indiana,18153,5/15/2020,,,,,-25,,2116,74
Sullivan Indiana,18153,5/16/2020,,,,,-10,,2158,74
Sullivan Indiana,18153,5/17/2020,,,,,-19,,2221,74
Sullivan Indiana,18153,5/18/2020,,,,,-21,,2245,75
Sullivan Indiana,18153,5/19/2020,,,,,-23,,2305,75
Sullivan Indiana,18153,5/20/2020,,,,,-24,,2332,76
Sullivan Indiana,18153,5/21/2020,,,,,-24,,2400,77
Sullivan Indiana,18153,5/22/2020,,,,,-25,,2444,77
Sullivan Indiana,18153,5/23/2020,,,,,-3,,2502,78
Sullivan Indiana,18153,5/24/2020,,,,,-14,,2535,79
Sullivan Indiana,18153,5/25/2020,,,,,-65,,2564,79
Sullivan Indiana,18153,5/26/2020,,,,,-20,,2616,79
Sullivan Indiana,18153,5/27/2020,,,,,-23,,2661,80
Sullivan Indiana,18153,5/28/2020,,,,,-20,,2727,80
Sullivan Indiana,18153,5/29/2020,,,,,-19,,2754,80
Sullivan Indiana,18153,5/30/2020,,,,,3,,2812,81
Sullivan Indiana,18153,5/31/2020,,,,,-11,,2841,81
Sullivan Indiana,18153,6/1/2020,,,,,-18,,2865,81
Sullivan Indiana,18153,6/2/2020,,,,,-22,,2904,82
Sullivan Indiana,18153,6/3/2020,,,,,-19,,2978,83
Sullivan Indiana,18153,6/4/2020,,,,,-18,,3026,84
Sullivan Indiana,18153,6/5/2020,,,,,-20,,17,1
Sullivan Indiana,18153,6/6/2020,,,,,3,,17,2
Sullivan Indiana,18153,6/7/2020,,,,,-3,,18,2
Sullivan Indiana,18153,6/8/2020,,,,,-16,,18,2
Sullivan Indiana,18153,6/9/2020,,,,,-17,,18,2
Sullivan Indiana,18153,6/10/2020,,,,,-18,,18,2
Sullivan Indiana,18153,6/11/2020,,,,,-17,,20,2
Sullivan Indiana,18153,6/12/2020,,,,,-18,,22,2
Sullivan Indiana,18153,6/13/2020,,,,,-1,,22,2
Sullivan Indiana,18153,6/14/2020,,,,,-5,,22,2
Sullivan Indiana,18153,6/15/2020,,,,,-16,,22,2
Sullivan Indiana,18153,6/16/2020,,,,,-22,,24,2
Sullivan Indiana,18153,6/17/2020,,,,,-24,,25,2
Sullivan Indiana,18153,6/18/2020,,,,,-20,,25,2
Sullivan Indiana,18153,6/19/2020,,,,,-19,,27,2
Sullivan Indiana,18153,6/20/2020,,,,,-6,,28,2
Sullivan Indiana,18153,6/21/2020,,,,,0,,29,2
Sullivan Indiana,18153,6/22/2020,,,,,-19,,29,2
Sullivan Indiana,18153,6/23/2020,,,,,-19,,28,2
Sullivan Indiana,18153,6/24/2020,,,,,-20,,29,3
Sullivan Indiana,18153,6/25/2020,,,,,-21,,30,3
Sullivan Indiana,18153,6/26/2020,,,,,-20,,31,3
Sullivan Indiana,18153,6/27/2020,,,,,2,,31,3
Sullivan Indiana,18153,6/28/2020,,,,,-2,,32,3
Sullivan Indiana,18153,6/29/2020,,,,,-18,,32,3
Sullivan Indiana,18153,6/30/2020,,,,,-20,,32,3
Sullivan Indiana,18153,7/1/2020,,,,,-24,,32,3
Sullivan Indiana,18153,7/2/2020,,,,,-24,,33,3
Sullivan Indiana,18153,7/3/2020,,,,,-50,,37,3
Sullivan Indiana,18153,7/4/2020,,,,,-17,,40,3
Sullivan Indiana,18153,7/5/2020,,,,,1,,40,3
Sullivan Indiana,18153,7/6/2020,,,,,-24,,40,3
Sullivan Indiana,18153,7/7/2020,,,,,-24,,40,3
Sullivan Indiana,18153,7/8/2020,,,,,-28,,40,3
Sullivan Indiana,18153,7/9/2020,,,,,-23,,40,3
Sullivan Indiana,18153,7/10/2020,,,,,-19,,43,3
Sullivan Indiana,18153,7/11/2020,,,,,-4,,46,3
Sullivan Indiana,18153,7/12/2020,,,,,-10,,47,3
Sullivan Indiana,18153,7/13/2020,,,,,-22,,47,3
Sullivan Indiana,18153,7/14/2020,,,,,-23,,47,3
Sullivan Indiana,18153,7/15/2020,,,,,-24,,48,3
Sullivan Indiana,18153,7/16/2020,,,,,-25,,49,3
Sullivan Indiana,18153,7/17/2020,,,,,-24,,49,3
Sullivan Indiana,18153,7/18/2020,,,,,1,,52,3
Sullivan Indiana,18153,7/19/2020,,,,,-4,,52,3
Sullivan Indiana,18153,7/20/2020,,,,,-21,,53,3
Sullivan Indiana,18153,7/21/2020,,,,,-26,,55,3
Sullivan Indiana,18153,7/22/2020,,,,,-23,,57,4
Sullivan Indiana,18153,7/23/2020,,,,,-23,,60,4
Sullivan Indiana,18153,7/24/2020,,,,,-23,,60,4
Sullivan Indiana,18153,7/25/2020,,,,,1,,60,4
Sullivan Indiana,18153,7/26/2020,,,,,-1,,62,4
Sullivan Indiana,18153,7/27/2020,,,,,-21,,62,4
Sullivan Indiana,18153,7/28/2020,,,,,-20,,63,4
Sullivan Indiana,18153,7/29/2020,,,,,-21,,64,4
Sullivan Indiana,18153,7/30/2020,,,,,-22,,65,4
Sullivan Indiana,18153,7/31/2020,,,,,-18,,65,4
Switzerland Indiana,18155,5/1/2020,,,,,-38,,67,4
Switzerland Indiana,18155,5/4/2020,,,,,-36,,68,4
Switzerland Indiana,18155,5/5/2020,,,,,-39,,69,4
Switzerland Indiana,18155,5/6/2020,,,,,-38,,70,4
Switzerland Indiana,18155,5/7/2020,,,,,-37,,75,4
Switzerland Indiana,18155,5/8/2020,,,,,-38,,79,4
Switzerland Indiana,18155,5/11/2020,,,,,-31,,87,4
Switzerland Indiana,18155,5/12/2020,,,,,-30,,94,4
Switzerland Indiana,18155,5/13/2020,,,,,-32,,95,4
Switzerland Indiana,18155,5/14/2020,,,,,-31,,95,4
Switzerland Indiana,18155,5/15/2020,,,,,-34,,95,4
Switzerland Indiana,18155,5/18/2020,,,,,-29,,96,4
Switzerland Indiana,18155,5/19/2020,,,,,-30,,98,4
Switzerland Indiana,18155,5/20/2020,,,,,-33,,100,4
Switzerland Indiana,18155,5/21/2020,,,,,-29,,106,4
Switzerland Indiana,18155,5/22/2020,,,,,-31,,110,4
Switzerland Indiana,18155,5/25/2020,,,,,-70,,111,4
Switzerland Indiana,18155,5/26/2020,,,,,-31,,112,4
Switzerland Indiana,18155,5/27/2020,,,,,-29,,120,4
Switzerland Indiana,18155,5/28/2020,,,,,-28,,129,5
Switzerland Indiana,18155,5/29/2020,,,,,-30,,130,5
Switzerland Indiana,18155,6/1/2020,,,,,-25,,132,5
Switzerland Indiana,18155,6/2/2020,,,,,-27,,136,5
Switzerland Indiana,18155,6/3/2020,,,,,-27,,140,5
Switzerland Indiana,18155,6/4/2020,,,,,-28,,143,5
Switzerland Indiana,18155,6/5/2020,,,,,-33,,143,5
Switzerland Indiana,18155,6/8/2020,,,,,-23,,144,5
Switzerland Indiana,18155,6/9/2020,,,,,-29,,145,5
Switzerland Indiana,18155,6/10/2020,,,,,-27,,149,5
Switzerland Indiana,18155,6/11/2020,,,,,-28,,152,5
Switzerland Indiana,18155,6/12/2020,,,,,-30,,153,5
Switzerland Indiana,18155,6/15/2020,,,,,-28,,153,6
Switzerland Indiana,18155,6/16/2020,,,,,-27,,154,7
Switzerland Indiana,18155,6/17/2020,,,,,-29,,156,8
Switzerland Indiana,18155,6/18/2020,,,,,-28,,158,8
Switzerland Indiana,18155,6/19/2020,,,,,-28,,25,1
Switzerland Indiana,18155,6/22/2020,,,,,-29,,26,1
Switzerland Indiana,18155,6/23/2020,,,,,-26,,26,1
Switzerland Indiana,18155,6/24/2020,,,,,-28,,41,1
Switzerland Indiana,18155,6/25/2020,,,,,-30,,51,1
Switzerland Indiana,18155,6/26/2020,,,,,-29,,59,1
Switzerland Indiana,18155,6/29/2020,,,,,-30,,61,1
Switzerland Indiana,18155,6/30/2020,,,,,-30,,63,1
Switzerland Indiana,18155,7/1/2020,,,,,-29,,62,2
Switzerland Indiana,18155,7/2/2020,,,,,-34,,62,2
Switzerland Indiana,18155,7/3/2020,,,,,-46,,62,2
Switzerland Indiana,18155,7/6/2020,,,,,-25,,62,2
Switzerland Indiana,18155,7/7/2020,,,,,-29,,64,2
Switzerland Indiana,18155,7/8/2020,,,,,-29,,67,2
Switzerland Indiana,18155,7/9/2020,,,,,-24,,66,2
Switzerland Indiana,18155,7/10/2020,,,,,-28,,65,2
Switzerland Indiana,18155,7/13/2020,,,,,-22,,65,2
Switzerland Indiana,18155,7/14/2020,,,,,-31,,67,2
Switzerland Indiana,18155,7/15/2020,,,,,-28,,69,2
Switzerland Indiana,18155,7/16/2020,,,,,-32,,71,2
Switzerland Indiana,18155,7/17/2020,,,,,-25,,73,2
Switzerland Indiana,18155,7/20/2020,,,,,-30,,77,2
Switzerland Indiana,18155,7/21/2020,,,,,-27,,76,2
Switzerland Indiana,18155,7/22/2020,,,,,-29,,79,2
Switzerland Indiana,18155,7/23/2020,,,,,-32,,79,2
Switzerland Indiana,18155,7/24/2020,,,,,-30,,80,2
Switzerland Indiana,18155,7/27/2020,,,,,-28,,80,2
Switzerland Indiana,18155,7/28/2020,,,,,-26,,81,2
Switzerland Indiana,18155,7/29/2020,,,,,-32,,81,2
Switzerland Indiana,18155,7/30/2020,,,,,-31,,83,2
Switzerland Indiana,18155,7/31/2020,,,,,-30,,83,2
Tippecanoe Indiana,18157,5/1/2020,-35,-6,,-3,-54,23,84,2
Tippecanoe Indiana,18157,5/2/2020,-37,-6,,33,-35,9,85,2
Tippecanoe Indiana,18157,5/3/2020,-42,-18,,10,-35,9,87,2
Tippecanoe Indiana,18157,5/4/2020,-26,-5,,-5,-49,19,88,2
Tippecanoe Indiana,18157,5/5/2020,-30,-2,7,-22,-51,22,90,2
Tippecanoe Indiana,18157,5/6/2020,-26,-2,,-11,-51,19,90,2
Tippecanoe Indiana,18157,5/7/2020,-27,-2,,-13,-50,19,93,2
Tippecanoe Indiana,18157,5/8/2020,-31,-2,39,-16,-51,22,95,2
Tippecanoe Indiana,18157,5/9/2020,-28,7,,23,-30,8,95,2
Tippecanoe Indiana,18157,5/10/2020,-39,-11,-4,2,-29,7,98,2
Tippecanoe Indiana,18157,5/11/2020,-28,-6,16,-23,-46,18,100,2
Tippecanoe Indiana,18157,5/12/2020,-24,-2,,-18,-47,17,102,2
Tippecanoe Indiana,18157,5/13/2020,-22,0,,-17,-47,17,103,2
Tippecanoe Indiana,18157,5/14/2020,-25,-6,57,-26,-46,19,105,2
Tippecanoe Indiana,18157,5/15/2020,-25,-6,77,-14,-48,20,105,2
Tippecanoe Indiana,18157,5/16/2020,-23,0,,16,-25,6,106,2
Tippecanoe Indiana,18157,5/17/2020,-34,-11,5,-11,-23,8,107,2
Tippecanoe Indiana,18157,5/18/2020,-21,-2,,-21,-40,15,107,2
Tippecanoe Indiana,18157,5/19/2020,-23,-3,40,-38,-41,17,108,2
Tippecanoe Indiana,18157,5/20/2020,-20,1,,-35,-41,15,108,2
Tippecanoe Indiana,18157,5/21/2020,-19,2,,-28,-41,15,109,2
Tippecanoe Indiana,18157,5/22/2020,-21,0,,-20,-45,16,110,2
Tippecanoe Indiana,18157,5/23/2020,-23,5,,5,-24,5,111,2
Tippecanoe Indiana,18157,5/24/2020,-24,-1,,8,-25,2,112,2
Tippecanoe Indiana,18157,5/25/2020,-26,-6,,-33,-75,22,113,2
Tippecanoe Indiana,18157,5/26/2020,-19,5,,-27,-39,14,116,2
Tippecanoe Indiana,18157,5/27/2020,-17,3,,-23,-38,14,120,2
Tippecanoe Indiana,18157,5/28/2020,-19,1,,-28,-37,14,120,2
Tippecanoe Indiana,18157,5/29/2020,-22,-3,,-21,-38,15,121,2
Tippecanoe Indiana,18157,5/30/2020,-20,3,,9,-11,4,123,2
Tippecanoe Indiana,18157,5/31/2020,-20,-5,,28,-11,3,123,2
Tippecanoe Indiana,18157,6/1/2020,-19,0,,-24,-36,12,124,2
Tippecanoe Indiana,18157,6/2/2020,-17,4,,-30,-37,12,126,2
Tippecanoe Indiana,18157,6/3/2020,-16,9,,-31,-37,12,128,2
Tippecanoe Indiana,18157,6/4/2020,-17,2,,-28,-36,12,129,2
Tippecanoe Indiana,18157,6/5/2020,-19,1,,-23,-38,13,129,2
Tippecanoe Indiana,18157,6/6/2020,-18,3,,12,-15,3,130,2
Tippecanoe Indiana,18157,6/7/2020,-23,-4,,-3,-12,2,130,2
Tippecanoe Indiana,18157,6/8/2020,-17,0,,-27,-35,11,133,2
Tippecanoe Indiana,18157,6/9/2020,-19,0,,-35,-36,13,136,2
Tippecanoe Indiana,18157,6/10/2020,-16,3,,-22,-36,12,136,2
Tippecanoe Indiana,18157,6/11/2020,-14,4,,-4,-35,11,138,2
Tippecanoe Indiana,18157,6/12/2020,-17,0,,-2,-36,12,140,2
Tippecanoe Indiana,18157,6/13/2020,-16,6,,43,-11,2,140,3
Tippecanoe Indiana,18157,6/14/2020,-19,-1,,26,-7,1,141,3
Tippecanoe Indiana,18157,6/15/2020,-14,3,,-11,-34,10,144,3
Tippecanoe Indiana,18157,6/16/2020,-12,5,,-8,-35,11,145,3
Tippecanoe Indiana,18157,6/17/2020,-11,8,,-7,-35,10,148,3
Tippecanoe Indiana,18157,6/18/2020,-12,5,,-6,-35,10,152,3
